日期,期限品种,掉期点_Pips
2025-09-05,1Y,-1551.51
2025-09-04,1Y,-1579.25
2025-09-03,1Y,-1607
2025-09-02,1Y,-1593.5
2025-09-01,1Y,-1592.5
2025-08-29,1Y,-1585
2025-08-28,1Y,-1612
2025-08-27,1Y,-1624
2025-08-26,1Y,-1630.5
2025-08-25,1Y,-1623
2025-08-22,1Y,-1690.01
2025-08-21,1Y,-1671
2025-08-20,1Y,-1685.5
2025-08-19,1Y,-1694.5
2025-08-18,1Y,-1675
2025-08-15,1Y,-1688
2025-08-14,1Y,-1678
2025-08-13,1Y,-1713.66
2025-08-12,1Y,-1743.51
2025-08-11,1Y,-1740
2025-08-08,1Y,-1742
2025-08-07,1Y,-1735.75
2025-08-06,1Y,-1750.01
2025-08-05,1Y,-1732.5
2025-08-04,1Y,-1740
2025-08-01,1Y,-1880
2025-07-31,1Y,-1815
2025-07-30,1Y,-1762.5
2025-07-29,1Y,-1767.5
2025-07-28,1Y,-1787.01
2025-07-25,1Y,-1760
2025-07-24,1Y,-1762.5
2025-07-23,1Y,-1785.75
2025-07-22,1Y,-1792.5
2025-07-21,1Y,-1784.5
2025-07-18,1Y,-1788
2025-07-17,1Y,-1769.76
2025-07-16,1Y,-1794
2025-07-15,1Y,-1773.75
2025-07-14,1Y,-1784.5
2025-07-11,1Y,-1841.5
2025-07-10,1Y,-1875.5
2025-07-09,1Y,-1878.5
2025-07-08,1Y,-1879
2025-07-07,1Y,-1894
2025-07-04,1Y,-1915.5
2025-07-03,1Y,-1888.5
2025-07-02,1Y,-1910.5
2025-07-01,1Y,-1850.5
2025-06-30,1Y,-1865.5
2025-06-27,1Y,-1883.5
2025-06-26,1Y,-1870.5
2025-06-25,1Y,-1928
2025-06-24,1Y,-1942
2025-06-23,1Y,-1989.25
2025-06-20,1Y,-1993.5
2025-06-19,1Y,-1993
2025-06-18,1Y,-2012
2025-06-17,1Y,-2024
2025-06-16,1Y,-2076
2025-06-13,1Y,-2037
2025-06-12,1Y,-2043.26
2025-06-11,1Y,-2077
2025-06-10,1Y,-2068.5
2025-06-09,1Y,-2074.75
2025-06-06,1Y,-2043.02
2025-06-05,1Y,-2020.5
2025-06-04,1Y,-2066
2025-06-03,1Y,-2063.5
2025-05-30,1Y,-2058.51
2025-05-29,1Y,-2051.5
2025-05-28,1Y,-2048
2025-05-26,1Y,-2030
2025-05-23,1Y,-2044.5
2025-05-22,1Y,-2033
2025-05-21,1Y,-2042.5
2025-05-20,1Y,-2049.5
2025-05-19,1Y,-2069
2025-05-16,1Y,-2070
2025-05-15,1Y,-2142.5
2025-05-14,1Y,-2162
2025-05-13,1Y,-2147.5
2025-05-12,1Y,-2121
2025-05-09,1Y,-2096
2025-05-08,1Y,-2089.75
2025-05-07,1Y,-2057
2025-05-06,1Y,-2014
2025-04-30,1Y,-1954
2025-04-29,1Y,-1942
2025-04-28,1Y,-1976
2025-04-25,1Y,-2019.5
2025-04-24,1Y,-2042.5
2025-04-23,1Y,-2064.5
2025-04-22,1Y,-2071.25
2025-04-21,1Y,-2064.45
2025-04-18,1Y,-2101
2025-04-17,1Y,-2123.5
2025-04-16,1Y,-2136
2025-04-15,1Y,-2141.5
2025-04-14,1Y,-2166
2025-04-11,1Y,-2114
2025-04-10,1Y,-2143
2025-04-09,1Y,-2129.5
2025-04-08,1Y,-2086.5
2025-04-07,1Y,-1987.5
2025-04-03,1Y,-2051.5
2025-04-02,1Y,-2006.11
2025-04-01,1Y,-1974.5
2025-03-31,1Y,-1953
2025-03-28,1Y,-1992
2025-03-27,1Y,-1990
2025-03-26,1Y,-2017.5
2025-03-25,1Y,-2025
2025-03-24,1Y,-1997.55
2025-03-21,1Y,-1973.55
2025-03-20,1Y,-1978.5
2025-03-19,1Y,-2030.5
2025-03-18,1Y,-2023.5
2025-03-17,1Y,-2007.5
2025-03-14,1Y,-1997
2025-03-13,1Y,-2018
2025-03-12,1Y,-1997
2025-03-11,1Y,-1930
2025-03-10,1Y,-1986.25
2025-03-07,1Y,-1956
2025-03-06,1Y,-2013.5
2025-03-05,1Y,-2002
2025-03-04,1Y,-2012.5
2025-03-03,1Y,-2057.5
2025-02-28,1Y,-2016
2025-02-27,1Y,-2037
2025-02-26,1Y,-2038.5
2025-02-25,1Y,-2075.5
2025-02-24,1Y,-2051
2025-02-21,1Y,-2089.75
2025-02-20,1Y,-2097.5
2025-02-19,1Y,-2196.5
2025-02-18,1Y,-2198
2025-02-17,1Y,-2223.25
2025-02-14,1Y,-2245.5
2025-02-13,1Y,-2284.5
2025-02-12,1Y,-2313.5
2025-02-11,1Y,-2277
2025-02-10,1Y,-2293.5
2025-02-07,1Y,-2292
2025-02-06,1Y,-2300.5
2025-02-05,1Y,-2288.5
2025-01-27,1Y,-2272.75
2025-01-24,1Y,-2238.5
2025-01-23,1Y,-2276.5
2025-01-22,1Y,-2290
2025-01-21,1Y,-2278.5
2025-01-20,1Y,-2315.5
2025-01-17,1Y,-2297
2025-01-16,1Y,-2276
2025-01-15,1Y,-2315
2025-01-14,1Y,-2292
2025-01-13,1Y,-2302.5
2025-01-10,1Y,-2326
2025-01-09,1Y,-2315
2025-01-08,1Y,-2376.5
2025-01-07,1Y,-2299.5
2025-01-06,1Y,-2318
2025-01-03,1Y,-2348
2025-01-02,1Y,-2406
2024-12-31,1Y,-2501
2024-12-30,1Y,-2501.5
2024-12-27,1Y,-2519
2024-12-26,1Y,-2567.5
2024-12-25,1Y,-2574.5
2024-12-24,1Y,-2518
2024-12-23,1Y,-2478.75
2024-12-20,1Y,-2464.5
2024-12-19,1Y,-2473.5
2024-12-18,1Y,-2427.5
2024-12-17,1Y,-2465.5
2024-12-16,1Y,-2468
2024-12-13,1Y,-2400
2024-12-12,1Y,-2332
2024-12-11,1Y,-2327
2024-12-10,1Y,-2275.5
2024-12-09,1Y,-2258.51
2024-12-06,1Y,-2260.5
2024-12-05,1Y,-2262
2024-12-04,1Y,-2293.5
2024-12-03,1Y,-2276
2024-12-02,1Y,-2263.5
2024-11-29,1Y,-2192.5
2024-11-28,1Y,-2208
2024-11-27,1Y,-2228
2024-11-26,1Y,-2264.93
2024-11-25,1Y,-2267.5
2024-11-22,1Y,-2254.5
2024-11-21,1Y,-2261.75
2024-11-20,1Y,-2243.5
2024-11-19,1Y,-2198.5
2024-11-18,1Y,-2217.5
2024-11-15,1Y,-2202.5
2024-11-14,1Y,-2233
2024-11-13,1Y,-2280.51
2024-11-12,1Y,-2258
2024-11-11,1Y,-2201.5
2024-11-08,1Y,-2134.5
2024-11-07,1Y,-2167.5
2024-11-06,1Y,-2195
2024-11-05,1Y,-2150.5
2024-11-04,1Y,-2120.55
2024-11-01,1Y,-2151.5
2024-10-31,1Y,-2133
2024-10-30,1Y,-2116.5
2024-10-29,1Y,-2212.5
2024-10-28,1Y,-2220
2024-10-25,1Y,-2141.75
2024-10-24,1Y,-2120.5
2024-10-23,1Y,-2206
2024-10-22,1Y,-2141.5
2024-10-21,1Y,-1997.5
2024-10-18,1Y,-1975.01
2024-10-17,1Y,-1968.5
2024-10-16,1Y,-1904
2024-10-15,1Y,-1810.72
2024-10-14,1Y,-1779.5
2024-10-11,1Y,-1821.5
2024-10-10,1Y,-1867.5
2024-10-09,1Y,-1858
2024-10-08,1Y,-1889
2024-09-30,1Y,-1714
2024-09-27,1Y,-1742.5
2024-09-26,1Y,-1784.5
2024-09-25,1Y,-1840
2024-09-24,1Y,-1910.5
2024-09-23,1Y,-1871
2024-09-20,1Y,-1851.5
2024-09-19,1Y,-1922.5
2024-09-18,1Y,-2043
2024-09-13,1Y,-2031.5
2024-09-12,1Y,-2120
2024-09-11,1Y,-2085
2024-09-10,1Y,-2180
2024-09-09,1Y,-2176.5
2024-09-06,1Y,-2126.5
2024-09-05,1Y,-2167
2024-09-04,1Y,-2177.5
2024-09-03,1Y,-2207
2024-09-02,1Y,-2090.5
2024-08-30,1Y,-2031
2024-08-29,1Y,-2096.5
2024-08-28,1Y,-2155
2024-08-27,1Y,-2187
2024-08-26,1Y,-2160.5
2024-08-23,1Y,-2241.44
2024-08-22,1Y,-2256.25
2024-08-21,1Y,-2321.5
2024-08-20,1Y,-2326.5
2024-08-19,1Y,-2308.25
2024-08-16,1Y,-2397.5
2024-08-15,1Y,-2357.5
2024-08-14,1Y,-2372
2024-08-13,1Y,-2408.5
2024-08-12,1Y,-2399.5
2024-08-09,1Y,-2439
2024-08-08,1Y,-2478
2024-08-07,1Y,-2613
2024-08-06,1Y,-2557.5
2024-08-05,1Y,-2533.5
2024-08-02,1Y,-2763.5
2024-08-01,1Y,-2852
2024-07-31,1Y,-2866.5
2024-07-30,1Y,-2888
2024-07-29,1Y,-2891
2024-07-26,1Y,-2911.5
2024-07-25,1Y,-2876
2024-07-24,1Y,-2934.5
2024-07-23,1Y,-2942.75
2024-07-22,1Y,-2940.75
2024-07-19,1Y,-2890.5
2024-07-18,1Y,-2865
2024-07-17,1Y,-2898
2024-07-16,1Y,-2914.5
2024-07-15,1Y,-2898
2024-07-12,1Y,-2893
2024-07-11,1Y,-2932
2024-07-10,1Y,-2958.4
2024-07-09,1Y,-2936.25
2024-07-08,1Y,-2926.5
2024-07-05,1Y,-2930.5
2024-07-04,1Y,-2953
2024-07-03,1Y,-2986.5
2024-07-02,1Y,-2985.5
2024-07-01,1Y,-2950
2024-06-28,1Y,-2960.75
2024-06-27,1Y,-2964
2024-06-26,1Y,-2968
2024-06-25,1Y,-2958
2024-06-24,1Y,-2965
2024-06-21,1Y,-2932.5
2024-06-20,1Y,-2944
2024-06-19,1Y,-2950
2024-06-18,1Y,-2934.25
2024-06-17,1Y,-2935
2024-06-14,1Y,-2907.5
2024-06-13,1Y,-2897.5
2024-06-12,1Y,-2922
2024-06-11,1Y,-2928.5
2024-06-07,1Y,-2884.5
2024-06-06,1Y,-2890.5
2024-06-05,1Y,-2913.5
2024-06-04,1Y,-2895
2024-06-03,1Y,-2929.5
2024-05-31,1Y,-2906.5
2024-05-30,1Y,-2907
2024-05-29,1Y,-2918.5
2024-05-28,1Y,-2904
2024-05-27,1Y,-2901.5
2024-05-24,1Y,-2897
2024-05-23,1Y,-2909.5
2024-05-22,1Y,-2918
2024-05-21,1Y,-2882
2024-05-20,1Y,-2885.5
2024-05-17,1Y,-2882
2024-05-16,1Y,-2863
2024-05-15,1Y,-2881.5
2024-05-14,1Y,-2872.5
2024-05-13,1Y,-2852
2024-05-10,1Y,-2794.5
2024-05-09,1Y,-2819
2024-05-08,1Y,-2818.5
2024-05-07,1Y,-2779
2024-05-06,1Y,-2753
2024-04-30,1Y,-2823.5
2024-04-29,1Y,-2827.5
2024-04-26,1Y,-2869
2024-04-25,1Y,-2892.5
2024-04-24,1Y,-2935.5
2024-04-23,1Y,-2932
2024-04-22,1Y,-2860
2024-04-19,1Y,-2808.5
2024-04-18,1Y,-2794.75
2024-04-17,1Y,-2797.5
2024-04-16,1Y,-2806.5
2024-04-15,1Y,-2796
2024-04-12,1Y,-2794.5
2024-04-11,1Y,-2785.5
2024-04-10,1Y,-2718.5
2024-04-09,1Y,-2718
2024-04-08,1Y,-2735.5
2024-04-03,1Y,-2719.5
2024-04-02,1Y,-2715
2024-04-01,1Y,-2669.75
2024-03-29,1Y,-2676
2024-03-28,1Y,-2660
2024-03-27,1Y,-2676
2024-03-26,1Y,-2678.5
2024-03-25,1Y,-2663
2024-03-22,1Y,-2649.5
2024-03-21,1Y,-2642.5
2024-03-20,1Y,-2664.5
2024-03-19,1Y,-2674.5
2024-03-18,1Y,-2663
2024-03-15,1Y,-2657.25
2024-03-14,1Y,-2634
2024-03-13,1Y,-2637.5
2024-03-12,1Y,-2590
2024-03-11,1Y,-2606
2024-03-08,1Y,-2614
2024-03-07,1Y,-2639.25
2024-03-06,1Y,-2671.76
2024-03-05,1Y,-2670
2024-03-04,1Y,-2643.5
2024-03-01,1Y,-2660
2024-02-29,1Y,-2665
2024-02-28,1Y,-2698
2024-02-27,1Y,-2674
2024-02-26,1Y,-2660.5
2024-02-23,1Y,-2693.47
2024-02-22,1Y,-2639.5
2024-02-21,1Y,-2604.5
2024-02-20,1Y,-2623
2024-02-19,1Y,-2595.5
2024-02-09,1Y,-2526.5
2024-02-08,1Y,-2524.53
2024-02-07,1Y,-2502.5
2024-02-06,1Y,-2489
2024-02-05,1Y,-2507.25
2024-02-02,1Y,-2435.5
2024-02-01,1Y,-2453.25
2024-01-31,1Y,-2502.5
2024-01-30,1Y,-2532.5
2024-01-29,1Y,-2480.08
2024-01-26,1Y,-2452
2024-01-25,1Y,-2463.5
2024-01-24,1Y,-2472.5
2024-01-23,1Y,-2478.5
2024-01-22,1Y,-2488
2024-01-19,1Y,-2463.75
2024-01-18,1Y,-2443.22
2024-01-17,1Y,-2435
2024-01-16,1Y,-2397
2024-01-15,1Y,-2393
2024-01-12,1Y,-2412.5
2024-01-11,1Y,-2427
2024-01-10,1Y,-2452.5
2024-01-09,1Y,-2488.5
2024-01-08,1Y,-2496.5
2024-01-05,1Y,-2498
2024-01-04,1Y,-2499.5
2024-01-03,1Y,-2505
2024-01-02,1Y,-2460.5
2023-12-29,1Y,-2415
2023-12-28,1Y,-2382
2023-12-27,1Y,-2447.5
2023-12-26,1Y,-2504
2023-12-25,1Y,-2464.5
2023-12-22,1Y,-2457.5
2023-12-21,1Y,-2426
2023-12-20,1Y,-2423.62
2023-12-19,1Y,-2453.5
2023-12-18,1Y,-2440.5
2023-12-15,1Y,-2395
2023-12-14,1Y,-2376
2023-12-13,1Y,-2524
2023-12-12,1Y,-2493
2023-12-11,1Y,-2519.5
2023-12-08,1Y,-2455
2023-12-07,1Y,-2465.5
2023-12-06,1Y,-2488
2023-12-05,1Y,-2494.5
2023-12-04,1Y,-2468
2023-12-01,1Y,-2503
2023-11-30,1Y,-2510
2023-11-29,1Y,-2512
2023-11-28,1Y,-2567.4
2023-11-27,1Y,-2590.5
2023-11-24,1Y,-2584.5
2023-11-23,1Y,-2561.5
2023-11-22,1Y,-2570.5
2023-11-21,1Y,-2559
2023-11-20,1Y,-2545.25
2023-11-17,1Y,-2578
2023-11-16,1Y,-2601.25
2023-11-15,1Y,-2576.89
2023-11-14,1Y,-2675.6
2023-11-13,1Y,-2686.5
2023-11-10,1Y,-2670.5
2023-11-09,1Y,-2637
2023-11-08,1Y,-2633
2023-11-07,1Y,-2647
2023-11-06,1Y,-2602.5
2023-11-03,1Y,-2663.75
2023-11-02,1Y,-2664.5
2023-11-01,1Y,-2684
2023-10-31,1Y,-2691
2023-10-30,1Y,-2717.5
2023-10-27,1Y,-2728
2023-10-26,1Y,-2730
2023-10-25,1Y,-2662.83
2023-10-24,1Y,-2661
2023-10-23,1Y,-2688.5
2023-10-20,1Y,-2644.5
2023-10-19,1Y,-2628.5
2023-10-18,1Y,-2622.5
2023-10-17,1Y,-2615
2023-10-16,1Y,-2640.5
2023-10-13,1Y,-2646
2023-10-12,1Y,-2634
2023-10-11,1Y,-2663
2023-10-10,1Y,-2694.5
2023-10-09,1Y,-2737
2023-09-28,1Y,-2709.5
2023-09-27,1Y,-2731.5
2023-09-26,1Y,-2737
2023-09-25,1Y,-2657
2023-09-22,1Y,-2640.25
2023-09-21,1Y,-2646.5
2023-09-20,1Y,-2601
2023-09-19,1Y,-2580.45
2023-09-18,1Y,-2557
2023-09-15,1Y,-2562
2023-09-14,1Y,-2549
2023-09-13,1Y,-2566.25
2023-09-12,1Y,-2596
2023-09-11,1Y,-2586
2023-09-08,1Y,-2601.5
2023-09-07,1Y,-2582
2023-09-06,1Y,-2592.5
2023-09-05,1Y,-2594.5
2023-09-04,1Y,-2559.5
2023-09-01,1Y,-2541
2023-08-31,1Y,-2567
2023-08-30,1Y,-2593
2023-08-29,1Y,-2591.5
2023-08-28,1Y,-2609.5
2023-08-25,1Y,-2578
2023-08-24,1Y,-2579
2023-08-23,1Y,-2590
2023-08-22,1Y,-2566.5
2023-08-21,1Y,-2568
2023-08-18,1Y,-2551
2023-08-17,1Y,-2581
2023-08-16,1Y,-2555.5
2023-08-15,1Y,-2570
2023-08-14,1Y,-2528
2023-08-11,1Y,-2470
2023-08-10,1Y,-2445
2023-08-09,1Y,-2445.5
2023-08-08,1Y,-2432
2023-08-07,1Y,-2447.5
2023-08-04,1Y,-2491
2023-08-03,1Y,-2494.5
2023-08-02,1Y,-2418.5
2023-08-01,1Y,-2437.5
2023-07-31,1Y,-2417.5
2023-07-28,1Y,-2438
2023-07-27,1Y,-2410
2023-07-26,1Y,-2429.5
2023-07-25,1Y,-2404
2023-07-24,1Y,-2448.5
2023-07-21,1Y,-2467
2023-07-20,1Y,-2437
2023-07-19,1Y,-2454.5
2023-07-18,1Y,-2456
2023-07-17,1Y,-2497
2023-07-14,1Y,-2403
2023-07-13,1Y,-2376
2023-07-12,1Y,-2470
2023-07-11,1Y,-2513
2023-07-10,1Y,-2567.5
2023-07-07,1Y,-2586
2023-07-06,1Y,-2547
2023-07-05,1Y,-2544
2023-07-04,1Y,-2612.5
2023-07-03,1Y,-2649.5
2023-06-30,1Y,-2665
2023-06-29,1Y,-2552.5
2023-06-28,1Y,-2514
2023-06-27,1Y,-2505.5
2023-06-26,1Y,-2503.5
2023-06-21,1Y,-2486
2023-06-20,1Y,-2435
2023-06-19,1Y,-2413.5
2023-06-16,1Y,-2410
2023-06-15,1Y,-2490.5
2023-06-14,1Y,-2519.5
2023-06-13,1Y,-2506.5
2023-06-12,1Y,-2472
2023-06-09,1Y,-2421
2023-06-08,1Y,-2382.75
2023-06-07,1Y,-2351.5
2023-06-06,1Y,-2355
2023-06-05,1Y,-2379
2023-06-02,1Y,-2298
2023-06-01,1Y,-2395
2023-05-31,1Y,-2400
2023-05-30,1Y,-2462
2023-05-29,1Y,-2414
2023-05-26,1Y,-2377
2023-05-25,1Y,-2350
2023-05-24,1Y,-2250
2023-05-23,1Y,-2228
2023-05-22,1Y,-2136.5
2023-05-19,1Y,-2127.5
2023-05-18,1Y,-2093.25
2023-05-17,1Y,-2034
2023-05-16,1Y,-1964.5
2023-05-15,1Y,-1929
2023-05-12,1Y,-1906.67
2023-05-11,1Y,-1899
2023-05-10,1Y,-1896.5
2023-05-09,1Y,-1892.5
2023-05-08,1Y,-1851.5
2023-05-05,1Y,-1767.9
2023-05-04,1Y,-1753.75
2023-04-28,1Y,-1843.5
2023-04-27,1Y,-1818
2023-04-26,1Y,-1791
2023-04-25,1Y,-1830.5
2023-04-24,1Y,-1837
2023-04-21,1Y,-1805
2023-04-20,1Y,-1816
2023-04-19,1Y,-1853.5
2023-04-18,1Y,-1803
2023-04-17,1Y,-1795.5
2023-04-14,1Y,-1724.5
2023-04-13,1Y,-1751.5
2023-04-12,1Y,-1792
2023-04-11,1Y,-1758
2023-04-10,1Y,-1709
2023-04-07,1Y,-1640.5
2023-04-06,1Y,-1624
2023-04-04,1Y,-1705
2023-04-03,1Y,-1747.5
2023-03-31,1Y,-1750.5
2023-03-30,1Y,-1731
2023-03-29,1Y,-1743.5
2023-03-28,1Y,-1743.5
2023-03-27,1Y,-1674.5
2023-03-24,1Y,-1579
2023-03-23,1Y,-1637.5
2023-03-22,1Y,-1695
2023-03-21,1Y,-1617.5
2023-03-20,1Y,-1492
2023-03-17,1Y,-1665
2023-03-16,1Y,-1571.5
2023-03-15,1Y,-1813.5
2023-03-14,1Y,-1681.5
2023-03-13,1Y,-1813.5
2023-03-10,1Y,-2068
2023-03-09,1Y,-2130.5
2023-03-08,1Y,-2087.5
2023-03-07,1Y,-1895.5
2023-03-06,1Y,-1864.5
2023-03-03,1Y,-1875
2023-03-02,1Y,-1905.75
2023-03-01,1Y,-1835.5
2023-02-28,1Y,-1884.5
2023-02-27,1Y,-1875.5
2023-02-24,1Y,-1797.5
2023-02-23,1Y,-1786
2023-02-22,1Y,-1775
2023-02-21,1Y,-1706.5
2023-02-20,1Y,-1682.5
2023-02-17,1Y,-1770.5
2023-02-16,1Y,-1706
2023-02-15,1Y,-1733.5
2023-02-14,1Y,-1677.5
2023-02-13,1Y,-1725
2023-02-10,1Y,-1670.5
2023-02-09,1Y,-1633
2023-02-08,1Y,-1599
2023-02-07,1Y,-1605.44
2023-02-06,1Y,-1560
2023-02-03,1Y,-1452.5
2023-02-02,1Y,-1429
2023-02-01,1Y,-1472
2023-01-31,1Y,-1462.5
2023-01-30,1Y,-1423
2023-01-20,1Y,-1522.5
2023-01-19,1Y,-1513.5
2023-01-18,1Y,-1557.5
2023-01-17,1Y,-1569
2023-01-16,1Y,-1493
2023-01-13,1Y,-1571.5
2023-01-12,1Y,-1594.5
2023-01-11,1Y,-1640
2023-01-10,1Y,-1725
2023-01-09,1Y,-1840
2023-01-06,1Y,-1965
2023-01-05,1Y,-1936.5
2023-01-04,1Y,-1901.5
2023-01-03,1Y,-1915
2022-12-30,1Y,-1975
2022-12-29,1Y,-1927
2022-12-28,1Y,-1900
2022-12-27,1Y,-1882.5
2022-12-26,1Y,-1915
2022-12-23,1Y,-1925
2022-12-22,1Y,-1915.5
2022-12-21,1Y,-1925
2022-12-20,1Y,-1928.5
2022-12-19,1Y,-1891.5
2022-12-16,1Y,-1932.5
2022-12-15,1Y,-1934
2022-12-14,1Y,-1917.5
2022-12-13,1Y,-1979
2022-12-12,1Y,-2042
2022-12-09,1Y,-2005
2022-12-08,1Y,-2002.5
2022-12-07,1Y,-1972.5
2022-12-06,1Y,-1947.5
2022-12-05,1Y,-1882
2022-12-02,1Y,-1943
2022-12-01,1Y,-1994
2022-11-30,1Y,-2127.5
2022-11-29,1Y,-2116.5
2022-11-28,1Y,-2149
2022-11-25,1Y,-2159.5
2022-11-24,1Y,-2191.5
2022-11-23,1Y,-2190
2022-11-22,1Y,-2170
2022-11-21,1Y,-2213.25
2022-11-18,1Y,-2113.5
2022-11-17,1Y,-2120
2022-11-16,1Y,-2059
2022-11-15,1Y,-2107.5
2022-11-14,1Y,-2166.5
2022-11-11,1Y,-2178
2022-11-10,1Y,-2447.25
2022-11-09,1Y,-2495
2022-11-08,1Y,-2511.5
2022-11-07,1Y,-2423.5
2022-11-04,1Y,-2445
2022-11-03,1Y,-2489
2022-11-02,1Y,-2402
2022-11-01,1Y,-2371.5
2022-10-31,1Y,-2428
2022-10-28,1Y,-2325
2022-10-27,1Y,-2312
2022-10-26,1Y,-2185
2022-10-25,1Y,-2351
2022-10-24,1Y,-2397.5
2022-10-21,1Y,-2460
2022-10-20,1Y,-2414
2022-10-19,1Y,-2387.5
2022-10-18,1Y,-2269
2022-10-17,1Y,-2345
2022-10-14,1Y,-2126.75
2022-10-13,1Y,-1879
2022-10-12,1Y,-1809.5
2022-10-11,1Y,-1758.5
2022-10-10,1Y,-1720.5
2022-09-30,1Y,-1597.5
2022-09-29,1Y,-1609.5
2022-09-28,1Y,-1516
2022-09-27,1Y,-1565.5
2022-09-26,1Y,-1580
2022-09-23,1Y,-1489
2022-09-22,1Y,-1481.5
2022-09-21,1Y,-1440.5
2022-09-20,1Y,-1436.5
2022-09-19,1Y,-1409.5
2022-09-16,1Y,-1380.5
2022-09-15,1Y,-1288.5
2022-09-14,1Y,-1251
2022-09-13,1Y,-1070.25
2022-09-09,1Y,-1078
2022-09-08,1Y,-1105
2022-09-07,1Y,-1155.5
2022-09-06,1Y,-1121
2022-09-05,1Y,-1074
2022-09-02,1Y,-1131
2022-09-01,1Y,-1084
2022-08-31,1Y,-1095.5
2022-08-30,1Y,-1116
2022-08-29,1Y,-1126.5
2022-08-26,1Y,-1075.5
2022-08-25,1Y,-1065
2022-08-24,1Y,-1132
2022-08-23,1Y,-1107.5
2022-08-22,1Y,-1025
2022-08-19,1Y,-976
2022-08-18,1Y,-957
2022-08-17,1Y,-964.5
2022-08-16,1Y,-983.5
2022-08-15,1Y,-974.5
2022-08-12,1Y,-844
2022-08-11,1Y,-837.5
2022-08-10,1Y,-854.25
2022-08-09,1Y,-826.5
2022-08-08,1Y,-863
2022-08-05,1Y,-762.5
2022-08-04,1Y,-773.5
2022-08-03,1Y,-766.5
2022-08-02,1Y,-654
2022-08-01,1Y,-633
2022-07-29,1Y,-574
2022-07-28,1Y,-605
2022-07-27,1Y,-656.5
2022-07-26,1Y,-677.5
2022-07-25,1Y,-624
2022-07-22,1Y,-657.5
2022-07-21,1Y,-672.22
2022-07-20,1Y,-651.5
2022-07-19,1Y,-636
2022-07-18,1Y,-599.5
2022-07-15,1Y,-585.45
2022-07-14,1Y,-575
2022-07-13,1Y,-423
2022-07-12,1Y,-398
2022-07-11,1Y,-399.5
2022-07-08,1Y,-366.5
2022-07-07,1Y,-396.5
2022-07-06,1Y,-276
2022-07-05,1Y,-252.5
2022-07-04,1Y,-192
2022-07-01,1Y,-267
2022-06-30,1Y,-310
2022-06-29,1Y,-346
2022-06-28,1Y,-350.5
2022-06-27,1Y,-314
2022-06-24,1Y,-304.75
2022-06-23,1Y,-333
2022-06-22,1Y,-371.5
2022-06-21,1Y,-387.5
2022-06-20,1Y,-323
2022-06-17,1Y,-375
2022-06-16,1Y,-410
2022-06-15,1Y,-394
2022-06-14,1Y,-394
2022-06-13,1Y,-295
2022-06-10,1Y,-68.5
2022-06-09,1Y,-51.25
2022-06-08,1Y,-23.5
2022-06-07,1Y,-17
2022-06-06,1Y,8
2022-06-02,1Y,15.5
2022-06-01,1Y,53.5
2022-05-31,1Y,14.5
2022-05-30,1Y,17
2022-05-27,1Y,-15.5
2022-05-26,1Y,-15
2022-05-25,1Y,32.75
2022-05-24,1Y,19
2022-05-23,1Y,-3
2022-05-20,1Y,-2.5
2022-05-19,1Y,-31.5
2022-05-18,1Y,-21.5
2022-05-17,1Y,-17
2022-05-16,1Y,10
2022-05-13,1Y,-6.5
2022-05-12,1Y,-27.5
2022-05-11,1Y,-12.5
2022-05-10,1Y,-34.5
2022-05-09,1Y,34
2022-05-06,1Y,204
2022-05-05,1Y,354.5
2022-04-29,1Y,400.5
2022-04-28,1Y,490
2022-04-27,1Y,587
2022-04-26,1Y,585
2022-04-25,1Y,662.75
2022-04-22,1Y,538.75
2022-04-21,1Y,564.5
2022-04-20,1Y,590
2022-04-19,1Y,617
2022-04-18,1Y,635
2022-04-15,1Y,613
2022-04-14,1Y,658.5
2022-04-13,1Y,678
2022-04-12,1Y,652.5
2022-04-11,1Y,633.75
2022-04-08,1Y,655
2022-04-07,1Y,684.25
2022-04-06,1Y,684
2022-04-01,1Y,752.5
2022-03-31,1Y,787.5
2022-03-30,1Y,774.5
2022-03-29,1Y,758
2022-03-28,1Y,786
2022-03-25,1Y,861.5
2022-03-24,1Y,880
2022-03-23,1Y,890
2022-03-22,1Y,877.5
2022-03-21,1Y,951.25
2022-03-18,1Y,985.25
2022-03-17,1Y,978.5
2022-03-16,1Y,994.5
2022-03-15,1Y,1029
2022-03-14,1Y,1026.5
2022-03-11,1Y,1062.5
2022-03-10,1Y,1114.5
2022-03-09,1Y,1149.5
2022-03-08,1Y,1158
2022-03-07,1Y,1178
2022-03-04,1Y,1157
2022-03-03,1Y,1174.95
2022-03-02,1Y,1191
2022-03-01,1Y,1106.75
2022-02-28,1Y,1080
2022-02-25,1Y,1071.5
2022-02-24,1Y,1072.33
2022-02-23,1Y,1019
2022-02-22,1Y,1057.5
2022-02-21,1Y,1088
2022-02-18,1Y,1032.51
2022-02-17,1Y,1034.5
2022-02-16,1Y,979.5
2022-02-15,1Y,974.5
2022-02-14,1Y,1002.5
2022-02-11,1Y,977
2022-02-10,1Y,1067
2022-02-09,1Y,1053
2022-02-08,1Y,1082.5
2022-02-07,1Y,1092
2022-01-28,1Y,1148
2022-01-27,1Y,1130
2022-01-26,1Y,1187
2022-01-25,1Y,1182.5
2022-01-24,1Y,1145.5
2022-01-21,1Y,1181
2022-01-20,1Y,1193.44
2022-01-19,1Y,1194.4
